id,title,genres,averageRating,numVotes,releaseYear
tt1205489,"Gran Torino",Drama,8.1,827183,2008
tt0892769,"How to Train Your Dragon","Action, Adventure, Animation",8.1,821401,2010
tt2024544,"12 Years a Slave","Biography, Drama, History",8.1,753201,2013
tt0116282,Fargo,"Crime, Drama, Thriller",8.1,740251,1996
tt0117951,Trainspotting,Drama,8.1,738431,1996
tt0405159,"Million Dollar Baby","Drama, Sport",8.1,733736,2004
tt0073195,Jaws,"Adventure, Drama, Thriller",8.1,679760,1975
tt0758758,"Into the Wild","Adventure, Biography, Drama",8.1,668725,2007
tt0075148,Rocky,"Drama, Sport",8.1,645086,1976
tt0120735,"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime",8.1,626237,1998
tt2119532,"Hacksaw Ridge","Biography, Drama, History",8.1,617055,2016
tt0097165,"Dead Poets Society","Comedy, Drama",8.1,569553,1989
tt5027774,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",8.1,568530,2017
tt1979320,Rush,"Action, Biography, Drama",8.1,524154,2013
tt1895587,Spotlight,"Biography, Crime, Drama",8.1,510348,2015
tt1291584,Warrior,"Action, Drama, Sport",8.1,506072,2011
tt1454029,"The Help",Drama,8.1,503195,2011
tt1950186,"Ford v Ferrari","Action, Biography, Drama",8.1,501732,2019
tt0070047,"The Exorcist",Horror,8.1,468106,1973
tt3170832,Room,"Drama, Thriller",8.1,460233,2015
tt0092005,"Stand by Me","Adventure, Comedy, Drama",8.1,453447,1986
tt0091763,Platoon,"Drama, War",8.1,447688,1986
tt0032138,"The Wizard of Oz","Adventure, Family, Fantasy",8.1,437562,1939
tt0096283,"My Neighbor Totoro","Animation, Comedy, Family",8.1,394342,1988
tt0081398,"Raging Bull","Biography, Drama, Sport",8.1,387867,1980
tt0395169,"Hotel Rwanda","Biography, Drama, History",8.1,378255,2004
tt0077416,"The Deer Hunter","Drama, War",8.1,368971,1978
tt0071315,Chinatown,"Drama, Mystery, Thriller",8.1,357880,1974
tt0112471,"Before Sunrise","Drama, Romance",8.1,349440,1995
tt1028532,"Hachi: A Dog's Tale","Biography, Drama, Family",8.1,319834,2009
tt0381681,"Before Sunset","Drama, Romance",8.1,295227,2004
tt0059742,"The Sound of Music","Biography, Drama, Family",8.1,267861,1965
tt0052618,Ben-Hur,"Adventure, Drama",8.1,258045,1959
tt0050212,"The Bridge on the River Kwai","Adventure, Drama, War",8.1,237564,1957
tt0129167,"The Iron Giant","Action, Adventure, Animation",8.1,236342,1999
tt0353969,"Memories of Murder","Crime, Drama, Mystery",8.1,227962,2003
tt3011894,"Wild Tales","Comedy, Drama, Thriller",8.1,222426,2014
tt2338151,PK,"Comedy, Drama, Sci-Fi",8.1,206305,2014
tt0113247,"La haine","Crime, Drama",8.1,204042,1995
tt0050976,"The Seventh Seal","Drama, Fantasy",8.1,203180,1957
tt0107207,"In the Name of the Father","Biography, Crime, Drama",8.1,191802,1993
tt0978762,"Mary and Max","Animation, Comedy, Drama",8.1,191087,2009
tt0072684,"Barry Lyndon","Adventure, Drama, War",8.1,187979,1975
tt0041959,"The Third Man","Film-Noir, Mystery, Thriller",8.1,186037,1949
tt4016934,"The Handmaiden","Drama, Romance, Thriller",8.1,180591,2016
tt0074958,Network,Drama,8.1,174429,1976
tt0118694,"In the Mood for Love","Drama, Romance",8.1,171720,2000
tt0047296,"On the Waterfront","Crime, Drama, Thriller",8.1,168485,1954
tt0032976,Rebecca,"Drama, Mystery, Romance",8.1,149795,1940
tt0087884,"Paris, Texas",Drama,8.1,126074,1984
tt0031679,"Mr. Smith Goes to Washington","Comedy, Drama",8.1,123480,1939
tt0405508,"Rang De Basanti","Comedy, Crime, Drama",8.1,123471,2006
tt0169102,"Lagaan: Once Upon a Time in India","Drama, Musical, Sport",8.1,122512,2001
tt0015864,"The Gold Rush","Adventure, Comedy, Drama",8.1,120915,1925
tt0050986,"Wild Strawberries","Drama, Romance",8.1,117491,1957
tt0025316,"It Happened One Night","Comedy, Romance",8.1,114865,1934
tt8613070,"Portrait of a Lady on Fire","Drama, Romance",8.1,114585,2019
tt0111495,"Three Colors: Red","Drama, Mystery, Romance",8.1,112058,1994
tt5323662,"A Silent Voice: The Movie","Animation, Drama",8.1,109359,2016
tt0032551,"The Grapes of Wrath",Drama,8.1,101969,1940
tt3863552,"Bajrangi Bhaijaan","Action, Adventure, Comedy",8.1,101229,2015
tt0017925,"The General","Action, Adventure, Comedy",8.1,100227,1926
tt0374887,"Munna Bhai M.B.B.S.","Comedy, Drama",8.1,90413,2003
tt11555492,Farha,Drama,8.1,89947,2021
tt2082197,Barfi!,"Comedy, Drama, Romance",8.1,88516,2012
tt0871510,"Chak De! India","Drama, Family, Sport",8.1,86239,2007
tt0056217,"The Man Who Shot Liberty Valance","Drama, Western",8.1,84203,1962
tt1280558,"A Wednesday","Action, Crime, Drama",8.1,83339,2008
tt10554232,"Dara of Jasenovac","Drama, War",8.1,82012,2020
tt7775622,"Free Solo","Adventure, Documentary, Sport",8.1,79844,2018
tt0292490,"Dil Chahta Hai","Comedy, Drama, Romance",8.1,76934,2001
tt2545118,Blackfish,"Documentary, Drama, Horror",8.1,73853,2013
tt0116231,"The Bandit","Crime, Drama, Thriller",8.1,73216,1996
tt0036868,"The Best Years of Our Lives","Drama, Romance, War",8.1,72337,1946
tt0046438,"Tokyo Story",Drama,8.1,70940,1953
tt0046911,Diabolique,"Crime, Drama, Horror",8.1,70654,1955
tt3322420,Queen,"Adventure, Comedy, Drama",8.1,69135,2013
tt0020629,"All Quiet on the Western Front","Drama, War",8.1,68890,1930
tt0083922,"Fanny and Alexander",Drama,8.1,68340,1982
tt0046268,"The Wages of Fear","Adventure, Drama, Thriller",8.1,68234,1953
tt0169858,"Neon Genesis Evangelion: The End of Evangelion","Action, Animation, Drama",8.1,67659,1997
tt0058946,"The Battle of Algiers","Drama, War",8.1,67494,1966
tt2283748,"OMG: Oh My God!","Comedy, Drama, Fantasy",8.1,66992,2012
tt1821480,Kahaani,"Mystery, Thriller",8.1,66979,2012
tt12888462,"My Octopus Teacher","Documentary, Drama",8.1,65987,2020
tt0019254,"The Passion of Joan of Arc","Biography, Drama, History",8.1,62580,1928
tt0073707,Sholay,"Action, Adventure, Comedy",8.1,59826,1975
tt0018455,Sunrise,"Drama, Romance",8.1,54612,1927
tt0070510,"Paper Moon","Comedy, Crime, Drama",8.1,53724,1973
tt0050783,"Nights of Cabiria",Drama,8.1,52759,1957
tt0074896,"The Message","Biography, Drama, History",8.1,51643,1976
tt2140203,"Wolf Children","Animation, Drama, Family",8.1,50948,2012
tt2991224,Tangerines,"Drama, War",8.1,49821,2013
tt1639426,Udaan,Drama,8.1,47976,2010
tt20256528,"What Is a Woman?",Documentary,8.1,45498,2022
tt0035446,"To Be or Not to Be","Comedy, Romance, War",8.1,44759,1942
tt0040725,"The Red Shoes","Drama, Music, Romance",8.1,40449,1948
tt0043338,"Ace in the Hole","Drama, Film-Noir",8.1,40066,1951
tt0028950,"The Grand Illusion","Drama, War",8.1,39601,1937
tt4934950,Talvar,"Crime, Drama, Mystery",8.1,39156,2015
tt2187153,Thuppakki,"Action, Thriller",8.1,39101,2012
tt0077711,"Autumn Sonata","Drama, Music",8.1,39010,1978
tt4573394,"Endless Corridor","Documentary, History",8.1,38304,2014
tt10324144,"Article 15","Crime, Drama, Mystery",8.1,37758,2019
tt0048021,Rififi,"Crime, Drama, Thriller",8.1,37435,1955
tt0018773,"The Circus","Comedy, Family, Romance",8.1,36718,1928
tt0375611,Black,Drama,8.1,36618,2005
tt0042041,"White Heat","Action, Crime, Drama",8.1,36606,1949
tt8108268,"The Tashkent Files","Drama, Mystery, Thriller",8.1,36271,2019
tt0101640,"Raise the Red Lantern","Drama, Romance",8.1,36001,1991
tt0066763,Anand,"Drama, Musical",8.1,35928,1971
tt14152756,Seaspiracy,"Adventure, Documentary",8.1,34637,2021
tt0106332,"Farewell My Concubine","Drama, Music, Romance",8.1,34237,1993
tt0053946,"Inherit the Wind","Biography, Drama, History",8.1,33516,1960
tt0097223,"Time of the Gypsies","Comedy, Crime, Drama",8.1,33172,1988
tt9851854,Major,"Action, Biography, Drama",8.1,33004,2022
tt4635372,Masaan,Drama,8.1,32294,2015
tt0065234,Z,"Crime, Drama, Thriller",8.1,32040,1969
tt3801314,Kaththi,"Action, Drama",8.1,31213,2014
tt0244316,"Yi Yi","Drama, Romance",8.1,29520,2000
tt0263438,"Everything's Gonna Be Great","Comedy, Drama",8.1,28380,1998
tt0091288,"Jean de Florette","Comedy, Drama",8.1,28022,1986
tt8760684,"Apollo 11","Documentary, History",8.1,27641,2019
tt0200087,Sarfarosh,"Action, Crime, Drama",8.1,27561,1999
tt0064040,"Army of Shadows","Drama, War",8.1,26893,1969
tt3302820,"Cowspiracy: The Sustainability Secret",Documentary,8.1,26869,2014
tt0095467,"A Short Film About Love","Drama, Romance",8.1,26730,1988
tt0055601,Viridiana,Drama,8.1,26612,1961
tt0046478,Ugetsu,"Drama, Fantasy, War",8.1,26534,1953
tt0044008,"A Christmas Carol","Drama, Family, Fantasy",8.1,26103,1951
tt0428870,"A Moment to Remember","Drama, Romance",8.1,26055,2004
tt0351817,"The Twilight Samurai","Drama, Romance",8.1,25993,2002
tt0317910,"The Fog of War","Biography, Documentary, History",8.1,25358,2003
tt0104561,"Jo Jeeta Wohi Sikandar","Comedy, Drama, Romance",8.1,24648,1992
tt2659414,"Miracle in Cell No. 7","Comedy, Drama",8.1,24617,2013
tt0102015,"Hearts of Darkness: A Filmmaker's Apocalypse",Documentary,8.1,24045,1991
tt0014429,"Safety Last!","Action, Comedy, Thriller",8.1,23496,1923
tt0425333,Pardon,"Comedy, Drama",8.1,23461,2005
tt7286916,"The Dawn Wall","Biography, Documentary, Sport",8.1,21537,2017
tt0056241,"The Miracle Worker","Biography, Drama",8.1,20966,1962
tt0077838,"The Last Waltz","Biography, Documentary, Music",8.1,20682,1978
tt0128332,Innocence,Drama,8.1,20612,1997
tt0093342,"Where Is the Friend's House?","Drama, Family",8.1,19881,1987
tt1781069,"Zeitgeist: Moving Forward",Documentary,8.1,18800,2011
tt8144834,"Section 375","Crime, Drama, Mystery",8.1,18773,2019
tt0066580,Woodstock,"Documentary, History, Music",8.1,18758,1970
tt0191043,"The Color of Paradise","Drama, Family",8.1,18493,1999
tt0453729,Iqbal,"Drama, Sport",8.1,17907,2005
tt0041452,"The Heiress","Drama, Romance",8.1,17756,1949
tt0319736,"The Legend of Bhagat Singh","Action, Biography, Drama",8.1,17555,2002
tt0016847,Faust,"Drama, Fantasy, Horror",8.1,17095,1926
tt11375428,Hridayam,"Drama, Musical, Romance",8.1,16923,2022
tt0076085,"A Special Day",Drama,8.1,16549,1977
tt19853258,"Still: A Michael J. Fox Movie","Biography, Documentary",8.1,16248,2023
tt4432480,RangiTaranga,"Mystery, Thriller",8.1,15446,2015
tt0116630,Indian,"Action, Drama, Thriller",8.1,15209,1996
tt0105271,Roja,"Drama, Romance, Thriller",8.1,14027,1992
tt0112553,Bombay,"Drama, Romance",8.1,13941,1995
tt10706602,Collective,"Crime, Documentary",8.1,13686,2019
tt1634013,"Montevideo: Taste of a Dream","Adventure, Comedy, Drama",8.1,13186,2010
tt1113829,"George Harrison: Living in the Material World","Biography, Documentary, Music",8.1,12816,2011
tt3455224,Virunga,"Documentary, War",8.1,12393,2014
tt0330243,"Day of the Wacko","Comedy, Drama, Romance",8.1,12237,2002
tt0036506,"Day of Wrath","Drama, History",8.1,11373,1943
tt13299890,"The Great Indian Kitchen","Comedy, Drama",8.1,10179,2021
tt15242330,"The First Slam Dunk","Animation, Comedy, Drama",8.1,10079,2022
tt0848228,"The Avengers","Action, Sci-Fi",8,1484289,2012
tt2015381,"Guardians of the Galaxy","Action, Adventure, Comedy",8,1296410,2014
tt1431045,Deadpool,"Action, Comedy",8,1178457,2016
tt3659388,"The Martian","Adventure, Drama, Sci-Fi",8,949079,2015
tt1160419,"Dune: Part One","Action, Adventure, Drama",8,915217,2021
tt1663202,"The Revenant","Action, Adventure, Drama",8,893524,2015
tt1010048,"Slumdog Millionaire","Crime, Drama, Romance",8,886794,2008
tt0246578,"Donnie Darko","Drama, Mystery, Sci-Fi",8,867312,2001
tt0947798,"Black Swan","Drama, Thriller",8,843002,2010
tt2084970,"The Imitation Game","Biography, Drama, Thriller",8,840158,2014
tt0317705,"The Incredibles","Action, Adventure, Animation",8,833262,2004
tt0378194,"Kill Bill: Vol. 2","Action, Crime, Thriller",8,823448,2004
tt0401792,"Sin City","Crime, Thriller",8,800916,2005
tt1504320,"The King's Speech","Biography, Drama, History",8,715212,2010
tt0381061,"Casino Royale","Action, Adventure, Thriller",8,707242,2006
tt0107048,"Groundhog Day","Comedy, Drama, Fantasy",8,700211,1993
tt3783958,"La La Land","Comedy, Drama, Music",8,697378,2016
tt1856101,"Blade Runner 2049","Action, Drama, Mystery",8,691172,2017
tt1798709,Her,"Drama, Romance, Sci-Fi",8,687524,2013
tt0440963,"The Bourne Ultimatum","Action, Mystery, Thriller",8,665690,2007
tt0114746,"12 Monkeys","Mystery, Sci-Fi, Thriller",8,656362,1995
tt0450259,"Blood Diamond","Adventure, Drama, Thriller",8,597584,2006
tt0454921,"The Pursuit of Happyness","Biography, Drama",8,576997,2006
tt2948356,Zootopia,"Action, Adventure, Animation",8,564390,2016
tt0095953,"Rain Man",Drama,8,555892,1988
tt0101414,"Beauty and the Beast","Animation, Family, Fantasy",8,486617,1991
tt0103639,Aladdin,"Adventure, Animation, Comedy",8,479232,1992
tt0319061,"Big Fish","Adventure, Drama, Fantasy",8,464680,2003
tt0093779,"The Princess Bride","Adventure, Comedy, Family",8,459009,1987
tt0079470,"Monty Python's Life of Brian",Comedy,8,425635,1979
tt2948372,Soul,"Adventure, Animation, Comedy",8,395322,2020
tt0105323,"Scent of a Woman",Drama,8,339312,1992
tt0175880,Magnolia,Drama,8,333677,1999
tt0099348,"Dances with Wolves","Adventure, Drama, Western",8,296750,1990
tt0061722,"The Graduate","Comedy, Drama, Romance",8,293036,1967
tt0075686,"Annie Hall","Comedy, Romance",8,281403,1977
tt0072890,"Dog Day Afternoon","Biography, Crime, Drama",8,278031,1975
tt0245712,"Amores Perros","Drama, Thriller",8,256871,2000
tt3741834,Lion,"Biography, Drama",8,255617,2016
tt0063522,"Rosemary's Baby","Drama, Horror",8,243799,1968
tt0083987,Gandhi,"Biography, Drama, History",8,242023,1982
tt1220719,"Ip Man","Action, Biography, Drama",8,236185,2008
tt0064115,"Butch Cassidy and the Sundance Kid","Biography, Crime, Drama",8,229550,1969
tt0094625,Akira,"Action, Animation, Drama",8,210934,1988
tt0063442,"Planet of the Apes","Adventure, Sci-Fi",8,201840,1968
tt0352248,"Cinderella Man","Biography, Drama, Romance",8,201472,2005
tt4857264,"The Invisible Guest","Crime, Drama, Mystery",8,197775,2016
tt0061512,"Cool Hand Luke","Crime, Drama",8,191896,1967
tt0092067,"Castle in the Sky","Adventure, Animation, Family",8,187196,1986
tt0087544,"Nausicaä of the Valley of the Wind","Adventure, Animation, Sci-Fi",8,187079,1984
tt0102138,JFK,"Drama, History, Thriller",8,173537,1991
tt0072431,"Young Frankenstein",Comedy,8,172880,1974
tt10366460,CODA,"Comedy, Drama, Music",8,171901,2021
tt0276919,Dogville,"Crime, Drama",8,161513,2003
tt0046250,"Roman Holiday","Comedy, Drama, Romance",8,150198,1953
tt0310793,"Bowling for Columbine","Crime, Documentary, Drama",8,149864,2002
tt0079944,Stalker,"Drama, Sci-Fi",8,148130,1979
tt2631186,"Baahubali: The Beginning","Action, Drama",8,141210,2015
tt0070511,Papillon,"Biography, Crime, Drama",8,140509,1973
tt0060827,Persona,"Drama, Thriller",8,133655,1966
tt0338564,"Infernal Affairs","Action, Crime, Drama",8,133363,2002
tt0053198,"The 400 Blows","Crime, Drama",8,129925,1959
tt0056801,8½,Drama,8,127312,1963
tt0861739,"Elite Squad","Action, Crime, Drama",8,112691,2007
tt0052311,"Touch of Evil","Crime, Drama, Film-Noir",8,111384,1958
tt0401383,"The Diving Bell and the Butterfly","Biography, Drama",8,111093,2007
tt0156887,"Perfect Blue","Animation, Crime, Drama",8,102229,1997
tt0808417,Persepolis,"Animation, Biography, Drama",8,101563,2007
tt0048424,"The Night of the Hunter","Crime, Drama, Film-Noir",8,100788,1955
tt0117666,"Sling Blade",Drama,8,100346,1996
tt0109424,"Chungking Express","Comedy, Crime, Drama",8,100022,1994
tt0166896,"The Straight Story","Biography, Drama",8,99755,1999
tt0154420,"The Celebration",Drama,8,95695,1998
tt1555149,"Elite Squad 2: The Enemy Within","Action, Crime, Drama",8,88140,2010
tt0374546,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance",8,87891,2003
tt0084503,"Pink Floyd: The Wall","Drama, Fantasy, Music",8,86740,1982
tt0369702,"The Sea Inside","Biography, Drama",8,86186,2004
tt0061184,"Who's Afraid of Virginia Woolf?",Drama,8,81397,1966
tt0053779,"La Dolce Vita","Comedy, Drama",8,79803,1960
tt0112870,"Dilwale Dulhania Le Jayenge","Drama, Romance",8,78805,1995
tt0386032,Sicko,"Documentary, Drama",8,77186,2007
tt0052561,"Anatomy of a Murder","Drama, Mystery",8,73464,1959
tt0010323,"The Cabinet of Dr. Caligari","Horror, Mystery, Thriller",8,72044,1920
tt0120731,"The Legend of 1900","Drama, Music, Romance",8,70346,1998
tt4169250,"M.S. Dhoni: The Untold Story","Biography, Drama, Sport",8,70258,2016
tt0053221,"Rio Bravo",Western,8,69656,1959
tt0384116,G.O.R.A.,"Adventure, Comedy, Sci-Fi",8,68276,2004
tt0047528,"La Strada",Drama,8,67500,1954
tt1865505,"Song of the Sea","Adventure, Animation, Drama",8,64438,2014
tt0056687,"What Ever Happened to Baby Jane?","Drama, Horror, Thriller",8,63724,1962
tt3612616,Mommy,Drama,8,63086,2014
tt0114787,Underground,"Comedy, Drama, Fantasy",8,62052,1995
tt1185616,"Waltz with Bashir","Animation, Biography, Documentary",8,61156,2008
tt0062229,"Le Samouraï","Crime, Drama, Thriller",8,60546,1967
tt2377938,"Special 26","Crime, Drama, Thriller",8,60074,2013
tt3390572,Haider,"Action, Crime, Drama",8,58685,2014
tt4044364,Citizenfour,"Biography, Documentary",8,58601,2014
tt0060107,"Andrei Rublev","Biography, Drama, History",8,58042,1966
tt0050613,"Throne of Blood",Drama,8,57123,1957
tt0118843,"Black Cat, White Cat","Comedy, Crime, Romance",8,57072,1998
tt2758880,"Winter Sleep",Drama,8,56590,2014
tt2576852,"The Tale of The Princess Kaguya","Animation, Drama, Family",8,56355,2013
tt0109117,"Andaz Apna Apna","Action, Comedy, Romance",8,56002,1994
tt1069238,Departures,Drama,8,55723,2008
tt0067328,"The Last Picture Show","Drama, Romance",8,53725,1971
tt0456144,"Lage Raho Munna Bhai","Comedy, Drama, Romance",8,51227,2006
tt5571734,Pink,"Crime, Drama, Thriller",8,49245,2016
tt0067093,"Fiddler on the Roof","Drama, Family, Musical",8,48791,1971
tt0117589,"Secrets & Lies","Comedy, Drama",8,48359,1996
tt2375559,"1: Nenokkadine","Action, Thriller",8,46875,2014
tt0037558,"Brief Encounter","Drama, Romance",8,45432,1945
tt0140888,"Central Station",Drama,8,43938,1998
tt0051808,"The Hidden Fortress","Action, Adventure, Drama",8,43250,1958
tt0056443,Sanjuro,"Action, Drama, Thriller",8,41986,1962
tt0039689,"Out of the Past","Crime, Drama, Film-Noir",8,41879,1947
tt4257858,"Going Clear: Scientology & the Prison of Belief",Documentary,8,41486,2015
tt0386064,"Tae Guk Gi: The Brotherhood of War","Action, Drama, War",8,41455,2004
tt0056111,"Ivan's Childhood","Drama, War",8,40884,1962
tt0041546,"Kind Hearts and Coronets","Comedy, Crime",8,40283,1949
tt5198068,Wolfwalkers,"Action, Adventure, Animation",8,40240,2020
tt0083946,Fitzcarraldo,"Adventure, Drama",8,39730,1982
tt0270053,Vizontele,"Comedy, Drama, History",8,39569,2001
tt8633462,"Quo Vadis, Aida?","Drama, History, War",8,39547,2020
tt0033045,"The Shop Around the Corner","Comedy, Drama, Romance",8,39488,1940
tt0379557,"Touching the Void","Adventure, Documentary, Drama",8,38631,2003
tt0923752,"The King of Kong: A Fistful of Quarters","Biography, Documentary, Sport",8,37868,2007
tt0092593,"Au Revoir les Enfants","Drama, War",8,36840,1987
tt0051036,"Sweet Smell of Success","Drama, Film-Noir",8,36777,1957
tt0056732,"The Exterminating Angel","Drama, Fantasy",8,36264,1962
tt1171701,"The Breath","Action, Drama, Thriller",8,35806,2009
tt0408664,"Nobody Knows",Drama,8,32559,2004
tt0053976,"The Virgin Spring",Drama,8,32244,1960
tt3461252,"The Blue Elephant","Crime, Drama, Horror",8,30276,2014
tt0072417,"A Woman Under the Influence","Drama, Romance",8,30244,1974
tt0038890,"Rome, Open City","Drama, Thriller, War",8,29939,1945
tt24485052,"Sirf Ek Bandaa Kaafi Hai","Crime, Drama, Thriller",8,29894,2023
tt6628102,"The Wild Pear Tree",Drama,8,28738,2018
tt1935156,"Jodorowsky's Dune",Documentary,8,28194,2013
tt0057358,"Winter Light",Drama,8,27691,1963
tt7236034,"I Want to Eat Your Pancreas","Animation, Drama, Family",8,27094,2018
tt0038733,"A Matter of Life and Death","Drama, Fantasy, Romance",8,25807,1946
tt0036244,"The Ox-Bow Incident","Drama, Western",8,25470,1942
tt0058083,"Fail Safe","Drama, Thriller",8,25305,1964
tt0070460,"Day for Night","Comedy, Drama, Romance",8,25227,1973
tt0071141,"Ali: Fear Eats the Soul","Drama, Romance",8,24530,1974
tt0091480,"Manon of the Spring",Drama,8,24421,1986
tt11581174,Karnan,"Action, Drama",8,24144,2021
tt28814949,"Taylor Swift: The Eras Tour","Documentary, Music, Musical",8,23258,2023
tt2070649,Silenced,"Crime, Drama, Thriller",8,23218,2011
tt0095468,"A Short Film About Killing","Crime, Drama",8,22972,1988
tt0044837,Limelight,"Drama, Music, Romance",8,22663,1952
tt0488414,Omkara,"Action, Crime, Drama",8,22622,2006
tt0109508,Crumb,"Biography, Comedy, Documentary",8,21988,1994
tt0379225,"The Corporation","Documentary, History",8,21929,2003
tt10869778,Maidaan,"Biography, Drama, History",8,21586,2024
tt0424227,"Turtles Can Fly","Drama, War",8,21262,2004
tt3449292,"Manjhi: The Mountain Man","Biography, Drama",8,20310,2015
tt1499666,"Castaway on the Moon","Comedy, Drama, Romance",8,20077,2009
tt8991268,Honeyland,"Documentary, Drama",8,19714,2019
tt3268458,"The Internet's Own Boy: The Story of Aaron Swartz","Biography, Crime, Documentary",8,18189,2014
tt0036112,"The Life and Death of Colonel Blimp","Drama, Romance, War",8,17024,1943
tt3560686,"The Fool","Crime, Drama, Thriller",8,17003,2014
tt0249241,"Werckmeister Harmonies","Drama, Mystery",8,16536,2000
tt0296574,Company,"Action, Crime, Drama",8,16450,2002
tt1128075,"Love Exposure","Action, Comedy, Drama",8,16443,2008
tt1261047,Gulaal,"Crime, Drama, Thriller",8,16176,2009
tt22488728,"Love Today","Comedy, Drama, Romance",8,15997,2022
tt0816258,Pokiri,"Action, Crime, Thriller",8,15987,2006
tt0015064,"The Last Laugh","Drama, Horror",8,15581,1924
tt0063611,Shame,Drama,8,15385,1968
tt2458948,"Evangelion: 3.0+1.01 Thrice Upon a Time","Action, Animation, Drama",8,15240,2021
tt0220832,"Vaastav: The Reality","Action, Crime, Drama",8,15136,1999
tt0084934,Yol,Drama,8,14798,1982
tt0079579,"Moscow Does Not Believe in Tears","Comedy, Drama, Romance",8,14665,1980
tt0012364,"The Phantom Carriage","Drama, Fantasy, Horror",8,14558,1921
tt0054460,"The Bad Sleep Well","Crime, Drama, Thriller",8,14453,1960
tt10919240,Malik,"Action, Biography, Crime",8,14316,2021
tt11422728,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Documentary, History, Music",8,14273,2021
tt0065889,"Investigation of a Citizen Above Suspicion","Crime, Drama",8,13854,1970
tt5082014,Charlie,"Adventure, Drama, Romance",8,13516,2015
tt0018742,"The Cameraman","Comedy, Drama, Family",8,13512,1928
tt0043686,"Forbidden Games","Drama, War",8,13360,1952
tt0478209,"Metal: A Headbanger's Journey","Documentary, Music",8,12599,2005
tt0379370,Maqbool,"Crime, Drama, Thriller",8,12402,2003
tt0278736,"Stanley Kubrick: A Life in Pictures","Biography, Documentary",8,12291,2001
tt3686998,"The Red Pill",Documentary,8,12195,2016
tt0072860,Deewaar,"Action, Crime, Drama",8,12102,1975
tt0165546,"The Wounds","Comedy, Crime, Drama",8,11956,1998
tt2150209,"My Grandfather's People","Comedy, Drama, Family",8,11510,2011
tt0063633,"The Cremator","Comedy, Crime, Drama",8,11384,1969
tt0263208,"Abbas in Flower","Comedy, Drama, Romance",8,11377,1982
tt10515086,"The Blue Elephant 2","Crime, Drama, Horror",8,11357,2019
tt11322920,"Ayyappanum Koshiyum","Action, Drama, Thriller",8,11176,2020
tt2028530,"Paradise Lost 3: Purgatory","Crime, Documentary",8,11092,2011
tt0056444,"An Autumn Afternoon",Drama,8,11083,1962
tt0015881,Greed,"Drama, Thriller, Western",8,11047,1924
tt0366840,Okkadu,"Action, Drama, Romance",8,11016,2003
tt27542289,"Por Thozhil","Action, Crime, Thriller",8,10960,2023
tt7476236,"Minding the Gap","Documentary, Sport",8,10672,2018
tt24226474,"Jigarthanda Double X","Action, Comedy, Drama",8,10517,2023
tt0436971,"Why We Fight","Documentary, History, War",8,10300,2005
tt0499549,Avatar,"Action, Adventure, Fantasy",7.9,1409493,2009
tt0120338,Titanic,"Drama, Romance",7.9,1313564,1997
tt0371746,"Iron Man","Action, Adventure, Sci-Fi",7.9,1150054,2008
tt3501632,"Thor: Ragnarok","Action, Adventure, Comedy",7.9,836724,2017
tt8946378,"Knives Out","Comedy, Crime, Drama",7.9,796219,2019
tt2543164,Arrival,"Drama, Mystery, Sci-Fi",7.9,794844,2016
tt1877832,"X-Men: Days of Future Past","Action, Adventure, Sci-Fi",7.9,760548,2014
tt1631867,"Edge of Tomorrow","Action, Adventure, Sci-Fi",7.9,757115,2014
tt0126029,Shrek,"Adventure, Animation, Comedy",7.9,754535,2001
tt1136608,"District 9","Action, Sci-Fi, Thriller",7.9,727199,2009
tt0304141,"Harry Potter and the Prisoner of Azkaban","Adventure, Family, Fantasy",7.9,710651,2004
tt0454876,"Life of Pi","Adventure, Drama, Fantasy",7.9,676563,2012
tt0120363,"Toy Story 2","Adventure, Animation, Comedy",7.9,633562,1999
tt0796366,"Star Trek","Action, Adventure, Sci-Fi",7.9,625377,2009
tt1727824,"Bohemian Rhapsody","Biography, Drama, Music",7.9,609158,2018
tt0365748,"Shaun of the Dead","Comedy, Horror",7.9,609076,2004
tt1659337,"The Perks of Being a Wallflower",Drama,7.9,559958,2012
tt0206634,"Children of Men","Action, Drama, Sci-Fi",7.9,539318,2006
tt0099487,"Edward Scissorhands","Drama, Fantasy, Romance",7.9,537733,1990
tt0790636,"Dallas Buyers Club","Biography, Drama",7.9,527305,2013
tt0327056,"Mystic River","Crime, Drama, Mystery",7.9,495377,2003
tt0780536,"In Bruges","Comedy, Crime, Drama",7.9,471118,2008
tt2584384,"Jojo Rabbit","Comedy, Drama, War",7.9,455070,2019
tt12361974,"Zack Snyder's Justice League","Action, Adventure, Fantasy",7.9,448152,2021
tt0083866,"E.T. the Extra-Terrestrial","Adventure, Family, Sci-Fi",7.9,446467,1982
tt6791350,"Guardians of the Galaxy Vol. 3","Action, Adventure, Comedy",7.9,406256,2023
tt0166924,"Mulholland Drive","Drama, Mystery, Thriller",7.9,392520,2001
tt0107688,"The Nightmare Before Christmas","Animation, Family, Fantasy",7.9,387338,1993
tt1065073,Boyhood,Drama,7.9,371663,2014
tt7653254,"Marriage Story","Drama, Romance",7.9,354547,2019
